		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 		Wind	Wind	ISS 	Arc.
01/01/99	10:00 a	13.6	14.9	12.2	---	---	0.4	SE	1.61	2.2	---	13.6	---	---	---	783.5	0.00	---	---	---	---	---	---	---	0.197	0.000	16.2	42	3.2	14.8	---	---	1	---	60
01/01/99	11:00 a	15.9	17.2	14.9	---	---	0.4	ESE	1.61	2.2	---	15.9	---	---	---	782.9	0.00	---	---	---	---	---	---	---	0.100	0.000	16.4	42	3.5	15.1	---	---	1	---	60
01/01/99	12:00 p	18.3	19.0	17.2	---	---	0.9	E	3.22	3.6	---	18.3	---	---	---	782.0	0.00	---	---	---	---	---	---	---	0.000	0.000	16.6	41	3.3	15.2	---	---	1	---	60
01/01/99	1:00 p	19.7	20.6	19.0	---	---	0.9	E	3.22	3.1	---	19.7	---	---	---	780.9	0.00	---	---	---	---	---	---	---	0.000	0.056	16.7	38	2.3	15.1	---	---	1	---	60
01/01/99	2:00 p	20.8	21.7	19.9	---	---	0.9	ESE	3.22	4.5	---	20.8	---	---	---	779.9	0.00	---	---	---	---	---	---	---	0.000	0.104	16.8	36	1.7	15.1	---	---	1	---	60
01/01/99	3:00 p	21.3	21.7	20.3	---	---	1.3	NE	4.83	4.5	---	21.3	---	---	---	779.1	0.00	---	---	---	---	---	---	---	0.000	0.125	16.9	36	1.8	15.2	---	---	1	---	60
01/01/99	4:00 p	20.6	21.4	19.3	---	---	2.2	S	8.05	7.2	---	20.6	---	---	---	778.7	0.00	---	---	---	---	---	---	---	0.000	0.095	17.1	38	2.6	15.4	---	---	1	---	60
01/01/99	5:00 p	19.3	20.2	18.1	---	---	3.1	SSW	11.27	10.3	---	19.3	---	---	---	778.9	0.00	---	---	---	---	---	---	---	0.000	0.039	17.1	41	3.7	15.7	---	---	1	---	60
01/01/99	6:00 p	17.3	18.1	16.1	---	---	3.1	SSW	11.27	9.8	---	17.2	---	---	---	779.5	0.00	---	---	---	---	---	---	---	0.044	0.000	17.2	42	4.1	15.8	---	---	1	---	60
01/01/99	7:00 p	15.3	16.1	14.8	---	---	1.8	SSW	6.44	7.2	---	15.3	---	---	---	779.9	0.00	---	---	---	---	---	---	---	0.125	0.000	17.2	42	4.2	15.8	---	---	1	---	60
01/01/99	8:00 p	14.4	14.9	14.1	---	---	0.9	SSE	3.22	3.6	---	14.4	---	---	---	780.7	0.00	---	---	---	---	---	---	---	0.162	0.000	17.2	43	4.5	15.8	---	---	1	---	60
01/01/99	9:00 p	13.7	14.2	13.1	---	---	0.4	SSE	1.61	3.1	---	13.7	---	---	---	780.9	0.00	---	---	---	---	---	---	---	0.194	0.000	17.2	43	4.5	15.8	---	---	1	---	60
01/01/99	10:00 p	12.7	13.1	12.2	---	---	0.4	W	1.61	1.8	---	12.7	---	---	---	780.8	0.00	---	---	---	---	---	---	---	0.236	0.000	17.2	44	4.8	15.8	---	---	1	---	60
01/01/99	11:00 p	11.8	12.2	11.4	---	---	0.4	E	1.61	2.7	---	11.8	---	---	---	780.9	0.00	---	---	---	---	---	---	---	0.271	0.000	17.1	42	4.0	15.7	---	---	1	---	60
02/01/99	12:00 a	10.8	11.4	10.3	---	---	0.4	WNW	1.61	2.2	---	10.8	---	---	---	780.7	0.00	---	---	---	---	---	---	---	0.313	0.000	16.9	42	3.9	15.6	---	---	1	---	60
02/01/99	1:00 a	9.9	10.3	9.6	---	---	0.4	WNW	1.61	1.8	---	9.9	---	---	---	780.6	0.00	---	---	---	---	---	---	---	0.352	0.000	16.6	41	3.3	15.2	---	---	1	---	60
02/01/99	2:00 a	9.1	9.6	8.4	---	---	0.4	WNW	1.61	1.8	---	9.1	---	---	---	780.4	0.00	---	---	---	---	---	---	---	0.387	0.000	16.6	41	3.2	15.1	---	---	1	---	60
02/01/99	3:00 a	8.2	8.6	7.5	---	---	0.0	SSW	0.00	1.3	---	8.2	---	---	---	780.0	0.00	---	---	---	---	---	---	---	0.424	0.000	16.5	41	3.2	15.1	---	---	1	---	60
02/01/99	4:00 a	7.5	7.7	7.4	---	---	0.4	SSW	1.61	1.8	---	7.5	---	---	---	780.3	0.00	---	---	---	---	---	---	---	0.451	0.000	16.3	42	3.4	14.9	---	---	1	---	60
02/01/99	5:00 a	7.5	7.7	7.1	---	---	0.9	WSW	3.22	2.7	---	7.5	---	---	---	780.5	0.00	---	---	---	---	---	---	---	0.451	0.000	16.3	40	2.6	14.8	---	---	1	---	60
02/01/99	6:00 a	6.7	7.2	6.2	---	---	0.4	W	1.61	1.8	---	6.7	---	---	---	780.9	0.00	---	---	---	---	---	---	---	0.486	0.000	16.1	41	2.8	14.6	---	---	1	---	60
02/01/99	7:00 a	6.2	6.4	5.9	---	---	0.4	WSW	1.61	1.8	---	6.2	---	---	---	781.5	0.00	---	---	---	---	---	---	---	0.507	0.000	15.8	40	2.2	14.3	---	---	1	---	60
02/01/99	8:00 a	6.7	8.0	6.2	---	---	0.9	W	3.22	2.7	---	6.7	---	---	---	781.7	0.00	---	---	---	---	---	---	---	0.486	0.000	15.7	39	1.8	14.2	---	---	1	---	60
02/01/99	9:00 a	10.4	12.3	8.1	---	---	0.0	NW	0.00	1.3	---	10.4	---	---	---	782.6	0.00	---	---	---	---	---	---	---	0.329	0.000	15.8	40	2.2	14.3	---	---	1	---	60
02/01/99	10:00 a	13.4	14.2	12.3	---	---	0.4	ENE	1.61	3.1	---	13.4	---	---	---	782.9	0.00	---	---	---	---	---	---	---	0.206	0.000	16.1	40	2.4	14.6	---	---	1	---	60
02/01/99	11:00 a	15.3	16.5	13.6	---	---	0.9	NNE	3.22	3.1	---	15.3	---	---	---	782.4	0.00	---	---	---	---	---	---	---	0.127	0.000	16.3	38	1.9	14.7	---	---	1	---	60
02/01/99	12:00 p	17.2	18.2	16.3	---	---	0.9	N	3.22	4.0	---	17.2	---	---	---	781.8	0.00	---	---	---	---	---	---	---	0.046	0.000	16.4	36	1.3	14.7	---	---	1	---	60
02/01/99	1:00 p	18.7	19.6	17.8	---	---	1.3	N	4.83	4.0	---	18.7	---	---	---	780.6	0.00	---	---	---	---	---	---	---	0.000	0.016	16.6	34	0.6	14.7	---	---	1	---	60
02/01/99	2:00 p	20.3	21.1	19.4	---	---	0.9	NE	3.22	4.5	---	20.3	---	---	---	779.5	0.00	---	---	---	---	---	---	---	0.000	0.083	16.6	32	-0.2	14.7	---	---	1	---	60
02/01/99	3:00 p	21.0	21.7	20.2	---	---	1.3	NW	4.83	3.6	---	21.0	---	---	---	778.9	0.00	---	---	---	---	---	---	---	0.000	0.111	16.7	29	-1.5	14.6	---	---	1	---	60
02/01/99	4:00 p	21.7	22.3	21.3	---	---	0.9	ENE	3.22	3.6	---	21.7	---	---	---	778.7	0.00	---	---	---	---	---	---	---	0.000	0.141	16.8	28	-1.9	14.6	---	---	1	---	60
02/01/99	5:00 p	21.1	21.8	20.2	---	---	1.3	SE	4.83	4.9	---	21.1	---	---	---	778.8	0.00	---	---	---	---	---	---	---	0.000	0.116	16.9	30	-0.8	14.9	---	---	1	---	60
02/01/99	6:00 p	18.7	20.3	17.2	---	---	1.8	S	6.44	5.8	---	18.7	---	---	---	779.3	0.00	---	---	---	---	---	---	---	0.000	0.016	17.0	33	0.6	15.1	---	---	1	---	60
02/01/99	7:00 p	16.4	17.2	15.6	---	---	0.9	SSE	3.22	5.8	---	16.4	---	---	---	780.0	0.00	---	---	---	---	---	---	---	0.081	0.000	17.1	35	1.5	15.3	---	---	1	---	60
02/01/99	8:00 p	14.7	15.6	13.8	---	---	0.4	ESE	1.61	2.7	---	14.7	---	---	---	780.7	0.00	---	---	---	---	---	---	---	0.153	0.000	17.0	34	1.0	15.2	---	---	1	---	60
02/01/99	9:00 p	13.4	13.8	13.1	---	---	0.9	SE	3.22	3.1	---	13.4	---	---	---	781.2	0.00	---	---	---	---	---	---	---	0.204	0.000	16.9	33	0.5	15.1	---	---	1	---	60
02/01/99	10:00 p	12.6	13.1	12.1	---	---	0.4	ESE	1.61	1.8	---	12.6	---	---	---	782.0	0.00	---	---	---	---	---	---	---	0.241	0.000	16.9	33	0.5	15.1	---	---	1	---	60
02/01/99	11:00 p	12.6	12.9	12.2	---	---	2.2	NNW	8.05	5.4	---	12.1	---	---	---	782.2	0.00	---	---	---	---	---	---	---	0.238	0.000	16.9	38	2.5	15.3	---	---	1	---	60
03/01/99	12:00 a	11.6	12.4	10.8	---	---	0.4	NW	1.61	2.7	---	11.6	---	---	---	782.3	0.00	---	---	---	---	---	---	---	0.280	0.000	17.0	41	3.6	15.6	---	---	1	---	60
03/01/99	1:00 a	10.2	10.9	9.6	---	---	0.4	NW	1.61	2.2	---	10.2	---	---	---	782.1	0.00	---	---	---	---	---	---	---	0.340	0.000	16.8	40	3.1	15.3	---	---	1	---	60
03/01/99	2:00 a	9.1	9.6	8.5	---	---	0.4	SW	1.61	1.8	---	9.1	---	---	---	782.1	0.00	---	---	---	---	---	---	---	0.387	0.000	16.7	36	1.5	14.9	---	---	1	---	60
03/01/99	3:00 a	8.2	8.6	7.9	---	---	0.0	W	0.00	1.3	---	8.2	---	---	---	781.8	0.00	---	---	---	---	---	---	---	0.421	0.000	16.5	36	1.4	14.8	---	---	1	---	60
03/01/99	4:00 a	7.5	8.0	6.9	---	---	0.0	W	0.00	1.8	---	7.5	---	---	---	781.7	0.00	---	---	---	---	---	---	---	0.451	0.000	16.3	37	1.5	14.6	---	---	1	---	60
03/01/99	5:00 a	7.1	7.6	6.9	---	---	0.0	NNE	0.00	2.7	---	7.1	---	---	---	782.2	0.00	---	---	---	---	---	---	---	0.468	0.000	16.1	39	2.1	14.6	---	---	1	---	60
03/01/99	6:00 a	6.8	7.4	6.2	---	---	0.0	NW	0.00	1.8	---	6.8	---	---	---	782.4	0.00	---	---	---	---	---	---	---	0.479	0.000	16.0	41	2.7	14.6	---	---	1	---	60
03/01/99	7:00 a	6.5	6.7	6.3	---	---	0.9	N	3.22	2.7	---	6.5	---	---	---	782.8	0.00	---	---	---	---	---	---	---	0.493	0.000	15.8	42	2.9	14.4	---	---	1	---	60
03/01/99	8:00 a	6.3	6.7	6.1	---	---	0.9	NW	3.22	2.2	---	6.3	---	---	---	783.2	0.00	---	---	---	---	---	---	---	0.502	0.000	15.7	46	4.1	14.5	---	---	1	---	60
03/01/99	9:00 a	7.2	8.4	6.5	---	---	0.9	NE	3.22	3.1	---	7.2	---	---	---	784.0	0.00	---	---	---	---	---	---	---	0.465	0.000	15.6	47	4.3	14.4	---	---	1	---	60
03/01/99	10:00 a	10.2	12.5	8.4	---	---	0.9	N	3.22	2.2	---	10.2	---	---	---	783.9	0.00	---	---	---	---	---	---	---	0.340	0.000	15.7	48	4.7	14.6	---	---	1	---	60
03/01/99	11:00 a	14.8	17.2	12.5	---	---	0.9	NE	3.22	4.0	---	14.8	---	---	---	783.2	0.00	---	---	---	---	---	---	---	0.148	0.000	16.0	47	4.7	14.8	---	---	1	---	60
03/01/99	12:00 p	18.3	18.8	17.2	---	---	2.7	S	9.66	7.6	---	18.3	---	---	---	782.5	0.00	---	---	---	---	---	---	---	0.002	0.000	16.2	43	3.6	14.8	---	---	1	---	60
03/01/99	1:00 p	19.2	20.0	18.7	---	---	2.7	S	9.66	8.9	---	19.2	---	---	---	781.4	0.00	---	---	---	---	---	---	---	0.000	0.037	16.4	40	2.7	14.9	---	---	1	---	60
03/01/99	2:00 p	19.7	20.0	19.3	---	---	3.1	S	11.27	8.9	---	19.7	---	---	---	780.7	0.00	---	---	---	---	---	---	---	0.000	0.056	16.5	39	2.5	14.9	---	---	1	---	60
03/01/99	3:00 p	19.8	20.2	19.6	---	---	3.1	S	11.27	8.0	---	19.8	---	---	---	780.1	0.00	---	---	---	---	---	---	---	0.000	0.062	16.6	36	1.5	14.9	---	---	1	---	60
03/01/99	4:00 p	19.8	20.1	19.4	---	---	3.1	S	11.27	7.2	---	19.8	---	---	---	780.1	0.00	---	---	---	---	---	---	---	0.000	0.060	16.8	38	2.4	15.2	---	---	1	---	60
03/01/99	5:00 p	19.7	20.1	19.2	---	---	2.7	S	9.66	8.0	---	19.7	---	---	---	780.3	0.00	---	---	---	---	---	---	---	0.000	0.056	16.9	40	3.2	15.4	---	---	1	---	60
03/01/99	6:00 p	18.6	19.5	17.4	---	---	2.7	SW	9.66	6.7	---	18.6	---	---	---	781.1	0.00	---	---	---	---	---	---	---	0.000	0.012	16.9	40	3.2	15.4	---	---	1	---	60
03/01/99	7:00 p	16.3	17.4	15.4	---	---	0.9	S	3.22	3.6	---	16.3	---	---	---	781.8	0.00	---	---	---	---	---	---	---	0.086	0.000	17.0	41	3.6	15.6	---	---	1	---	60
03/01/99	8:00 p	14.7	15.4	14.2	---	---	0.9	ESE	3.22	3.6	---	14.7	---	---	---	782.7	0.00	---	---	---	---	---	---	---	0.153	0.000	17.0	42	4.0	15.6	---	---	1	---	60
03/01/99	9:00 p	13.8	14.3	13.4	---	---	0.4	SE	1.61	2.7	---	13.8	---	---	---	783.3	0.00	---	---	---	---	---	---	---	0.187	0.000	17.0	42	4.0	15.6	---	---	1	---	60
03/01/99	10:00 p	12.7	13.4	12.2	---	---	0.4	S	1.61	2.7	---	12.7	---	---	---	783.9	0.00	---	---	---	---	---	---	---	0.236	0.000	17.0	43	4.3	15.6	---	---	1	---	60
03/01/99	11:00 p	12.3	12.9	11.9	---	---	0.9	SW	3.22	4.0	---	12.3	---	---	---	784.2	0.00	---	---	---	---	---	---	---	0.250	0.000	16.9	39	2.9	15.4	---	---	1	---	60
04/01/99	12:00 a	12.4	12.9	11.6	---	---	0.4	SW	1.61	4.0	---	12.4	---	---	---	784.3	0.00	---	---	---	---	---	---	---	0.248	0.000	16.8	35	1.3	15.1	---	---	1	---	60
04/01/99	1:00 a	10.6	11.6	9.9	---	---	0.4	W	1.61	2.2	---	10.6	---	---	---	784.4	0.00	---	---	---	---	---	---	---	0.324	0.000	16.8	37	2.0	15.2	---	---	1	---	60
04/01/99	2:00 a	9.3	9.9	8.9	---	---	0.0	WNW	0.00	0.9	---	9.3	---	---	---	784.2	0.00	---	---	---	---	---	---	---	0.377	0.000	16.7	39	2.7	15.2	---	---	1	---	60
04/01/99	3:00 a	8.4	9.0	8.2	---	---	0.0	WNW	0.00	1.3	---	8.4	---	---	---	784.0	0.00	---	---	---	---	---	---	---	0.412	0.000	16.6	40	2.9	15.1	---	---	1	---	60
04/01/99	4:00 a	7.8	8.3	7.4	---	---	0.0	WNW	0.00	1.3	---	7.8	---	---	---	784.0	0.00	---	---	---	---	---	---	---	0.440	0.000	16.3	40	2.7	14.8	---	---	1	---	60
04/01/99	5:00 a	7.4	7.7	6.9	---	---	0.4	WSW	1.61	2.2	---	7.4	---	---	---	784.3	0.00	---	---	---	---	---	---	---	0.456	0.000	16.2	40	2.5	14.7	---	---	1	---	60
04/01/99	6:00 a	6.4	6.9	6.2	---	---	0.0	SSW	0.00	0.9	---	6.4	---	---	---	784.7	0.00	---	---	---	---	---	---	---	0.495	0.000	15.9	39	2.0	14.4	---	---	1	---	60
04/01/99	7:00 a	5.9	6.2	5.7	---	---	0.0	SSW	0.00	1.3	---	5.9	---	---	---	785.2	0.00	---	---	---	---	---	---	---	0.519	0.000	15.8	39	1.8	14.2	---	---	1	---	60
04/01/99	8:00 a	6.2	7.9	5.7	---	---	0.0	SE	0.00	1.3	---	6.2	---	---	---	785.7	0.00	---	---	---	---	---	---	---	0.505	0.000	15.6	42	2.7	14.2	---	---	1	---	60
04/01/99	9:00 a	9.3	10.6	7.9	---	---	0.4	E	1.61	1.8	---	9.3	---	---	---	786.2	0.00	---	---	---	---	---	---	---	0.377	0.000	15.6	42	2.7	14.2	---	---	1	---	60
04/01/99	10:00 a	11.7	13.1	10.6	---	---	0.9	NE	3.22	2.7	---	11.7	---	---	---	786.4	0.00	---	---	---	---	---	---	---	0.275	0.000	15.8	42	2.9	14.4	---	---	1	---	60
04/01/99	11:00 a	14.2	16.2	12.8	---	---	0.9	ENE	3.22	2.7	---	14.2	---	---	---	786.1	0.00	---	---	---	---	---	---	---	0.171	0.000	16.1	41	2.8	14.6	---	---	1	---	60
04/01/99	12:00 p	16.8	17.7	15.7	---	---	0.9	NE	3.22	4.0	---	16.8	---	---	---	785.0	0.00	---	---	---	---	---	---	---	0.063	0.000	16.3	39	2.3	14.7	---	---	1	---	60
04/01/99	1:00 p	18.7	19.4	17.4	---	---	0.9	ENE	3.22	2.7	---	18.7	---	---	---	784.0	0.00	---	---	---	---	---	---	---	0.000	0.016	16.4	37	1.6	14.7	---	---	1	---	60
04/01/99	2:00 p	20.1	20.7	19.2	---	---	0.9	ENE	3.22	4.5	---	20.1	---	---	---	783.4	0.00	---	---	---	---	---	---	---	0.000	0.072	16.5	36	1.4	14.8	---	---	1	---	60
04/01/99	3:00 p	20.6	20.9	20.1	---	---	0.9	NW	3.22	3.1	---	20.6	---	---	---	782.7	0.00	---	---	---	---	---	---	---	0.000	0.095	16.6	35	1.0	14.8	---	---	1	---	60
04/01/99	4:00 p	21.0	21.7	20.3	---	---	0.9	ESE	3.22	3.6	---	21.0	---	---	---	782.5	0.00	---	---	---	---	---	---	---	0.000	0.111	16.7	34	0.7	14.8	---	---	1	---	60
04/01/99	5:00 p	20.9	21.6	20.3	---	---	0.9	E	3.22	6.3	---	20.9	---	---	---	783.1	0.00	---	---	---	---	---	---	---	0.000	0.109	16.7	34	0.8	14.9	---	---	1	---	60
04/01/99	6:00 p	18.8	20.3	17.6	---	---	2.2	N	8.05	7.6	---	18.8	---	---	---	784.0	0.00	---	---	---	---	---	---	---	0.000	0.021	16.8	37	2.0	15.2	---	---	1	---	60
04/01/99	7:00 p	16.8	17.6	16.2	---	---	3.6	N	12.87	7.6	---	16.3	---	---	---	784.9	0.00	---	---	---	---	---	---	---	0.063	0.000	16.8	37	2.0	15.2	---	---	1	---	60
04/01/99	8:00 p	15.1	16.2	14.0	---	---	3.6	N	12.87	7.2	---	14.2	---	---	---	786.0	0.00	---	---	---	---	---	---	---	0.134	0.000	16.8	37	2.0	15.2	---	---	1	---	60
04/01/99	9:00 p	12.5	14.0	11.1	---	---	4.0	NNW	14.48	8.5	---	10.7	---	---	---	787.4	0.00	---	---	---	---	---	---	---	0.243	0.000	16.9	38	2.5	15.3	---	---	1	---	60
04/01/99	10:00 p	10.4	11.1	9.6	---	---	3.1	NNW	11.27	7.2	---	8.9	---	---	---	788.5	0.00	---	---	---	---	---	---	---	0.331	0.000	16.7	39	2.7	15.2	---	---	1	---	60
04/01/99	11:00 p	9.0	9.6	8.6	---	---	2.7	NNW	9.66	5.8	---	7.5	---	---	---	788.9	0.00	---	---	---	---	---	---	---	0.389	0.000	16.6	40	2.9	15.1	---	---	1	---	60
05/01/99	12:00 a	8.1	8.6	7.8	---	---	2.2	NNW	8.05	4.5	---	6.8	---	---	---	788.8	0.00	---	---	---	---	---	---	---	0.426	0.000	16.4	40	2.8	14.9	---	---	1	---	60
05/01/99	1:00 a	7.4	7.8	7.1	---	---	1.3	N	4.83	3.6	---	6.9	---	---	---	788.5	0.00	---	---	---	---	---	---	---	0.454	0.000	16.3	41	3.0	14.8	---	---	1	---	60
05/01/99	2:00 a	7.0	7.2	6.8	---	---	0.9	NNW	3.22	2.2	---	7.0	---	---	---	788.1	0.00	---	---	---	---	---	---	---	0.472	0.000	16.1	41	2.8	14.7	---	---	1	---	60
05/01/99	3:00 a	6.6	6.8	6.4	---	---	0.4	NW	1.61	1.8	---	6.6	---	---	---	787.8	0.00	---	---	---	---	---	---	---	0.488	0.000	15.9	42	3.0	14.6	---	---	1	---	60
05/01/99	4:00 a	5.9	6.5	5.3	---	---	0.4	ENE	1.61	1.3	---	5.9	---	---	---	787.4	0.00	---	---	---	---	---	---	---	0.519	0.000	15.7	42	2.8	14.3	---	---	1	---	60
05/01/99	5:00 a	4.9	5.4	4.6	---	---	0.4	E	1.61	1.8	---	4.9	---	---	---	787.4	0.00	---	---	---	---	---	---	---	0.558	0.000	15.4	42	2.6	14.1	---	---	1	---	60
05/01/99	6:00 a	4.5	4.7	4.3	---	---	0.4	ENE	1.61	1.8	---	4.5	---	---	---	787.5	0.00	---	---	---	---	---	---	---	0.576	0.000	15.2	43	2.7	13.8	---	---	1	---	60
05/01/99	7:00 a	4.8	5.0	4.5	---	---	0.0	ENE	0.00	1.3	---	4.8	---	---	---	788.0	0.00	---	---	---	---	---	---	---	0.565	0.000	15.0	43	2.5	13.6	---	---	1	---	60
05/01/99	8:00 a	5.2	5.4	4.9	---	---	0.0	E	0.00	1.8	---	5.2	---	---	---	788.6	0.00	---	---	---	---	---	---	---	0.549	0.000	14.9	43	2.5	13.6	---	---	1	---	60
05/01/99	9:00 a	5.8	6.6	5.4	---	---	0.4	SSW	1.61	3.1	---	5.8	---	---	---	788.7	0.00	---	---	---	---	---	---	---	0.521	0.000	14.9	42	2.1	13.5	---	---	1	---	60
05/01/99	10:00 a	8.3	9.8	6.6	---	---	0.4	ESE	1.61	2.2	---	8.3	---	---	---	788.6	0.00	---	---	---	---	---	---	---	0.417	0.000	14.9	42	2.1	13.5	---	---	1	---	60
05/01/99	11:00 a	10.3	11.8	9.1	---	---	0.9	NE	3.22	3.6	---	10.3	---	---	---	788.2	0.00	---	---	---	---	---	---	---	0.333	0.000	15.2	42	2.3	13.8	---	---	1	---	60
05/01/99	12:00 p	12.6	13.9	11.6	---	---	0.9	ENE	3.22	2.7	---	12.6	---	---	---	787.2	0.00	---	---	---	---	---	---	---	0.238	0.000	15.4	41	2.2	13.9	---	---	1	---	60
05/01/99	1:00 p	15.1	16.2	13.6	---	---	0.9	E	3.22	3.6	---	15.1	---	---	---	786.0	0.00	---	---	---	---	---	---	---	0.134	0.000	15.6	40	2.0	14.1	---	---	1	---	60
05/01/99	2:00 p	16.9	18.1	15.7	---	---	0.9	E	3.22	3.1	---	16.9	---	---	---	784.8	0.00	---	---	---	---	---	---	---	0.058	0.000	15.8	40	2.2	14.3	---	---	1	---	60
05/01/99	3:00 p	18.4	19.3	17.8	---	---	0.9	SE	3.22	4.9	---	18.4	---	---	---	784.3	0.00	---	---	---	---	---	---	---	0.000	0.002	15.9	39	1.9	14.3	---	---	1	---	60
05/01/99	4:00 p	19.3	19.9	18.5	---	---	0.9	NE	3.22	3.6	---	19.3	---	---	---	783.7	0.00	---	---	---	---	---	---	---	0.000	0.039	15.9	36	0.9	14.2	---	---	1	---	60
05/01/99	5:00 p	19.3	19.9	18.7	---	---	0.4	SSW	1.61	2.7	---	19.3	---	---	---	784.1	0.00	---	---	---	---	---	---	---	0.000	0.042	16.1	35	0.6	14.3	---	---	1	---	60
05/01/99	6:00 p	18.2	18.8	17.2	---	---	0.0	SW	0.00	1.3	---	18.2	---	---	---	784.3	0.00	---	---	---	---	---	---	---	0.005	0.000	16.1	36	1.0	14.4	---	---	1	---	60
05/01/99	7:00 p	16.2	17.2	15.3	---	---	0.4	S	1.61	2.7	---	16.2	---	---	---	784.7	0.00	---	---	---	---	---	---	---	0.090	0.000	16.2	38	1.8	14.6	---	---	1	---	60
05/01/99	8:00 p	14.5	15.3	14.1	---	---	0.9	WSW	3.22	5.4	---	14.5	---	---	---	785.5	0.00	---	---	---	---	---	---	---	0.160	0.000	16.2	40	2.6	14.7	---	---	1	---	60
05/01/99	9:00 p	14.1	14.7	13.4	---	---	3.1	NNW	11.27	6.7	---	13.4	---	---	---	786.3	0.00	---	---	---	---	---	---	---	0.176	0.000	16.3	40	2.6	14.8	---	---	1	---	60
05/01/99	10:00 p	12.7	13.4	12.1	---	---	2.7	NW	9.66	6.3	---	11.9	---	---	---	786.7	0.00	---	---	---	---	---	---	---	0.236	0.000	16.3	42	3.3	14.9	---	---	1	---	60
05/01/99	11:00 p	11.7	12.2	11.4	---	---	1.3	NW	4.83	4.9	---	11.7	---	---	---	786.8	0.00	---	---	---	---	---	---	---	0.275	0.000	16.2	43	3.6	14.8	---	---	1	---	60
06/01/99	12:00 a	11.1	11.4	10.6	---	---	1.3	NNW	4.83	3.6	---	11.1	---	---	---	786.7	0.00	---	---	---	---	---	---	---	0.301	0.000	16.2	43	3.6	14.8	---	---	1	---	60
06/01/99	1:00 a	10.0	10.7	9.3	---	---	0.4	NW	1.61	2.2	---	10.0	---	---	---	786.6	0.00	---	---	---	---	---	---	---	0.347	0.000	16.1	44	3.8	14.8	---	---	1	---	60
06/01/99	2:00 a	9.1	9.4	8.5	---	---	0.0	NW	0.00	1.3	---	9.1	---	---	---	786.5	0.00	---	---	---	---	---	---	---	0.387	0.000	15.9	43	3.4	14.6	---	---	1	---	60
06/01/99	3:00 a	7.9	8.5	7.6	---	---	0.0	NNE	0.00	1.3	---	7.9	---	---	---	786.2	0.00	---	---	---	---	---	---	---	0.433	0.000	15.8	44	3.5	14.4	---	---	1	---	60
06/01/99	4:00 a	7.3	7.7	6.9	---	---	0.0	E	0.00	1.3	---	7.3	---	---	---	786.2	0.00	---	---	---	---	---	---	---	0.461	0.000	15.6	46	4.0	14.3	---	---	1	---	60
