		Temp	Hi	Low	Out		Wind		Wind	Hi	Hi	Wind	Heat		THSW			Rain	Solar	Solar	Hi Solar		UV 	Hi 	Heat	Cool	In 	In	In 	In 		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Dew	Speed	Dir	Run	Speed	Dir	Chill	Index	THW	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	UV 	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	ET 	Samp	Tx 	Recept	Int.
01/01/06	12:30 a	11.3	12.0	11.3	45	-0.2	0.0	---	0.00	0.0	---	11.3	10.4	10.4	7.0	772.4	0.00	0.0	0	0.00	---	0.0	0.00	---	0.146	0.000	20.6	26	0.4	18.3	0.00	684	1	100.0	30
01/01/06	1:00 a	11.4	11.4	11.3	46	0.2	0.0	SE	0.00	0.9	SE	11.4	10.5	10.5	7.2	772.6	0.00	0.0	0	0.00	---	0.0	0.00	---	0.144	0.000	20.6	26	0.4	18.3	0.00	684	1	100.0	30
01/01/06	1:30 a	10.9	11.4	10.9	47	0.1	0.4	SSW	0.80	2.2	SSW	10.9	10.1	10.1	6.7	772.5	0.00	0.0	0	0.00	---	0.0	0.00	---	0.154	0.000	20.6	26	0.4	18.3	0.00	684	1	100.0	30
01/01/06	2:00 a	10.3	10.9	10.3	47	-0.6	0.9	SW	1.61	2.2	SW	10.3	9.6	9.6	6.2	772.1	0.00	0.0	0	0.00	---	0.0	0.00	---	0.168	0.000	20.6	26	0.4	18.3	0.03	684	1	100.0	30
01/01/06	2:30 a	10.1	10.3	10.0	47	-0.7	1.3	SW	2.41	2.7	WSW	9.9	9.4	9.2	5.8	772.0	0.00	0.0	0	0.00	---	0.0	0.00	---	0.171	0.000	20.6	26	0.4	18.3	0.00	684	1	100.0	30
01/01/06	3:00 a	10.1	10.3	10.1	46	-1.0	0.9	WSW	1.61	2.7	WSW	10.1	9.4	9.4	6.0	771.9	0.00	0.0	0	0.00	---	0.0	0.00	---	0.171	0.000	20.4	26	0.3	18.2	0.03	684	1	100.0	30
01/01/06	3:30 a	10.3	10.3	10.0	42	-2.0	1.8	WSW	3.22	3.1	WSW	9.8	9.5	8.9	5.5	771.8	0.00	0.0	0	0.00	---	0.0	0.00	---	0.167	0.000	20.4	26	0.3	18.2	0.00	684	1	100.0	30
01/01/06	4:00 a	9.3	10.3	9.3	45	-2.1	0.9	WSW	1.61	2.2	WSW	9.3	8.6	8.6	5.1	771.6	0.00	0.0	0	0.00	---	0.0	0.00	---	0.189	0.000	20.3	26	0.2	18.1	0.03	684	1	100.0	30
01/01/06	4:30 a	8.9	9.4	8.9	48	-1.5	0.0	WSW	0.00	0.9	WSW	8.9	8.2	8.2	4.8	771.8	0.00	0.0	0	0.00	---	0.0	0.00	---	0.197	0.000	20.3	26	0.2	18.1	0.00	684	1	100.0	30
01/01/06	5:00 a	8.3	8.9	8.3	49	-1.8	0.0	---	0.00	0.0	---	8.3	7.6	7.6	4.2	772.0	0.00	0.0	0	0.00	---	0.0	0.00	---	0.209	0.000	20.3	26	0.2	18.1	0.00	684	1	100.0	30
01/01/06	5:30 a	7.9	8.3	7.9	50	-1.9	0.0	---	0.00	0.0	---	7.9	7.3	7.3	3.9	772.2	0.00	0.0	0	0.00	---	0.0	0.00	---	0.216	0.000	20.3	26	0.1	18.0	0.00	683	1	99.9	30
01/01/06	6:00 a	8.1	8.3	7.9	50	-1.8	0.0	---	0.00	0.0	---	8.1	7.4	7.4	4.0	772.4	0.00	0.0	0	0.00	---	0.0	0.00	---	0.214	0.000	20.2	26	0.0	17.9	0.00	684	1	100.0	30
01/01/06	6:30 a	7.6	8.1	7.6	49	-2.5	0.0	---	0.00	0.0	---	7.6	6.9	6.9	4.9	772.6	0.00	0.0	0	0.00	---	0.0	0.00	---	0.225	0.000	20.2	26	0.0	17.9	0.00	684	1	100.0	30
01/01/06	7:00 a	7.6	7.7	7.5	49	-2.4	0.0	---	0.00	0.0	---	7.6	7.0	7.0	5.0	773.0	0.00	0.0	0	0.00	---	0.0	0.00	---	0.223	0.000	20.1	25	-0.6	17.7	0.00	684	1	100.0	30
01/01/06	7:30 a	7.6	7.7	7.6	47	-3.1	0.0	---	0.00	0.0	---	7.6	6.9	6.9	5.1	773.3	0.00	0.0	11	0.47	---	0.0	0.00	---	0.225	0.000	20.2	25	-0.5	17.8	0.00	666	1	97.4	30
01/01/06	8:00 a	8.2	8.2	7.6	46	-2.7	0.0	---	0.00	0.0	---	8.2	7.5	7.5	6.4	773.7	0.00	0.0	46	1.98	---	0.0	0.00	---	0.211	0.000	21.3	24	-0.1	19.0	0.03	683	1	99.9	30
01/01/06	8:30 a	8.6	8.6	8.2	46	-2.4	0.0	WSW	0.00	0.4	WSW	8.6	7.8	7.8	7.2	773.7	0.00	0.0	76	3.27	---	0.0	0.00	---	0.204	0.000	21.3	24	-0.1	19.0	0.00	684	1	100.0	30
01/01/06	9:00 a	11.7	11.7	8.6	42	-0.8	0.0	---	0.00	0.0	---	11.7	10.6	10.6	12.1	774.0	0.00	0.0	224	9.63	---	0.0	0.00	---	0.138	0.000	22.9	22	0.1	21.3	0.08	684	1	100.0	30
01/01/06	9:30 a	14.2	14.3	11.8	35	-1.1	0.0	---	0.00	0.0	---	14.2	12.5	12.5	14.9	774.2	0.00	0.0	314	13.50	---	0.0	0.00	---	0.087	0.000	22.3	23	0.2	20.4	0.00	684	1	100.0	30
01/01/06	10:00 a	15.8	15.8	14.1	34	-0.1	0.0	NE	0.00	3.1	NE	15.8	14.0	14.0	17.2	774.2	0.00	0.0	399	17.16	---	0.0	0.00	---	0.053	0.000	22.7	23	0.5	20.9	0.20	623	1	91.1	30
01/01/06	10:30 a	16.3	16.3	15.5	34	0.4	0.0	NE	0.00	2.7	NE	16.3	14.4	14.4	18.2	774.1	0.00	0.0	470	20.21	---	0.0	0.00	---	0.043	0.000	22.1	23	-0.1	20.0	0.00	684	1	100.0	30
01/01/06	11:00 a	17.8	17.8	16.3	30	-0.0	0.0	NE	0.00	2.7	ENE	17.8	15.7	15.7	19.9	773.8	0.00	0.0	540	23.22	---	0.1	0.02	---	0.012	0.000	21.5	24	0.1	19.3	0.30	684	1	100.0	30
01/01/06	11:30 a	19.4	19.5	17.8	28	0.4	0.0	ESE	0.00	1.3	E	19.4	17.2	17.2	21.7	773.4	0.00	0.0	588	25.29	---	0.8	0.13	---	0.000	0.022	21.4	25	0.5	19.2	0.00	684	1	100.0	30
01/01/06	12:00 p	19.6	19.7	18.9	27	0.1	0.4	ENE	0.80	4.0	ENE	19.6	17.3	17.3	21.7	772.8	0.00	0.0	625	26.88	---	1.3	0.21	---	0.000	0.027	21.3	25	0.4	19.1	0.38	684	1	100.0	30
01/01/06	12:30 p	20.4	20.5	19.3	25	-0.3	0.4	NE	0.80	3.1	NE	20.4	18.1	18.1	22.1	772.2	0.00	0.0	606	26.06	---	1.1	0.18	---	0.000	0.044	21.3	25	0.4	19.1	0.00	683	1	99.9	30
01/01/06	1:00 p	20.7	21.2	19.9	23	-1.2	0.9	ENE	1.61	4.9	ESE	20.7	18.3	18.3	22.8	771.7	0.00	0.0	595	25.59	---	1.0	0.16	---	0.000	0.050	21.3	25	0.4	19.1	0.41	684	1	100.0	30
01/01/06	1:30 p	20.9	21.1	20.6	23	-1.0	0.4	ENE	0.80	3.1	NNE	20.9	18.5	18.5	24.1	771.3	0.00	0.0	594	25.55	---	1.0	0.16	---	0.000	0.053	21.3	25	0.4	19.1	0.00	684	1	100.0	30
01/01/06	2:00 p	21.7	21.7	20.7	22	-1.0	0.4	E	0.80	3.1	NE	21.7	19.4	19.4	25.7	770.8	0.00	0.0	553	23.78	---	0.3	0.05	---	0.000	0.069	21.2	25	0.4	19.0	0.38	684	1	100.0	30
01/01/06	2:30 p	21.8	22.4	21.7	22	-0.9	0.4	SE	0.80	3.1	SE	21.8	19.7	19.7	27.1	770.5	0.00	0.0	518	22.28	---	0.0	0.00	---	0.000	0.073	21.3	25	0.4	19.1	0.00	684	1	100.0	30
01/01/06	3:00 p	22.4	22.6	21.7	21	-1.0	0.4	NNE	0.80	2.2	N	22.4	20.4	20.4	28.1	770.5	0.00	0.0	463	19.91	---	0.0	0.00	---	0.000	0.084	21.3	24	-0.1	19.0	0.33	684	1	100.0	30
01/01/06	3:30 p	22.6	22.6	22.2	21	-0.8	0.4	NE	0.80	3.1	NNE	22.6	20.7	20.7	21.8	770.5	0.00	0.0	367	15.78	---	0.0	0.00	---	0.000	0.089	21.3	24	-0.1	19.0	0.00	684	1	100.0	30
01/01/06	4:00 p	23.2	23.4	22.6	20	-1.1	0.0	SE	0.00	0.4	SSW	23.2	21.4	21.4	21.6	770.5	0.00	0.0	293	12.60	---	0.0	0.00	---	0.000	0.101	21.3	24	-0.1	19.0	0.23	684	1	100.0	30
01/01/06	4:30 p	22.4	23.2	22.4	21	-1.0	0.0	NNW	0.00	2.7	N	22.4	20.4	20.4	19.6	770.6	0.00	0.0	209	8.99	---	0.0	0.00	---	0.000	0.084	21.3	24	-0.1	19.0	0.00	682	1	99.7	30
